Gene,Protein ID,log2fc_24h,log2fc_48h,mean_A,mean_C,mean_B
Ndufa2,Q9CQ75,,,,,
Txndc9,Q9CQ79,-0.1515559091301181,-0.3107782405168522,477339752.0,429738960.0,384834528.0
Vps25,Q9CQ80,0.3175080309607981,0.24939076660481213,294401984.0,366876736.0,349957120.0
Timm22,Q9CQ85,,,,,
Tspan31,Q9CQ88,,,,,
Fis1,Q9CQ92,0.2908525169191125,0.37739963079097716,703601665.0,860760225.0,913977422.5
Trappc5,Q9CQA1,,,,,
Sdhb,Q9CQA3,0.1525351710748066,0.5100333333886675,546290842.0,607213728.5,777963555.0
Med4,Q9CQA5,,,,151451244.0,161670268.0
Mcrip2,Q9CQB2,,,,,
Cisd2,Q9CQB5,0.23361809653083537,0.425168569032482,291870196.0,343175128.0,391902688.0
Bzw1,Q9CQC6,-0.09862602021745069,-0.1902664249702833,1467607807.5,1370631230.0,1286275840.0
Sar1b,Q9CQC9,,,,,
Rab5a,Q9CQD1,0.06961098471993551,0.5169472527665745,357443168.0,375112896.0,511474080.0
Nipsnap3b,Q9CQE1,,,,,
Mrps17,Q9CQE3,0.5927851243163998,0.6340465520629227,330394656.0,498286496.0,512743360.0
Rgs10,Q9CQE5,,,,,
RTRAF,Q9CQE8,0.3117745905882742,0.550366356756471,539739472.0,669942737.5,790425535.0
Mrpl11,Q9CQF0,,,,115341296.0,178527520.0
Nudt21,Q9CQF3,0.20524387041494374,0.48946899799607346,774516512.5,892925535.0,1087365455.0
Pcyox1,Q9CQF9,,,,,
Mettl16,Q9CQG2,,,,151850672.0,143336912.0
Ndufb5,Q9CQH3,,,,,
Btf3l4,Q9CQH7,,-0.07001116798047997,310424184.0,,295719584.0
Gmfb,Q9CQI3,0.37211424501254686,0.20332246659675474,300990504.0,389556400.0,346544456.0
Cotl1,Q9CQI6,,,181650026.66666666,,
Snrpb2,Q9CQI7,0.5165767259564934,0.9645762705466049,233777216.0,334431573.3333333,456213962.6666667
Med30,Q9CQI9,,,,,
Higd2a,Q9CQJ1,,,,,
Pih1d1,Q9CQJ2,,,,,
Rnf2,Q9CQJ4,0.037883906635726945,0.13064976602840472,372937104.0,382859816.0,408286568.0
Denr,Q9CQJ6,,,306943178.6666667,,
Ndufb9,Q9CQJ8,,,,,
Rwdd1,Q9CQK7,0.27427472322186924,-0.6630040667133881,226131480.0,273480234.6666667,142816016.0
Mrpl20,Q9CQL4,,,,,
Mrpl18,Q9CQL5,,,,,
Mrfap1,Q9CQL7,,,,,
Txndc17,Q9CQM5,-0.5345715071873123,-0.2604244023702112,483042704.5,333475144.0,403264480.0
Glrx3,Q9CQM9,-0.2972797553645848,-0.6016950420686119,1972832960.0,1605462595.0,1300055997.5
Trap1,Q9CQN1,0.342217125208123,0.6219690766803614,436180568.0,552947544.0,671270655.0
Tomm6,Q9CQN3,,,,,
Tmem14c,Q9CQN6,,,,158879546.66666666,203877368.0
Mrpl41,Q9CQN7,,-0.1989034161177683,496040000.0,,432156256.0
Gemin2,Q9CQQ4,,,,,
Atp5pb,Q9CQQ7,0.27961347096331,0.14909357225519762,2210180352.5,2682870782.5,2450808350.0
Lsm7,Q9CQQ8,-0.22507835347661995,-0.15823387315986895,294335608.0,251818405.33333334,263760442.66666666
Rps21,Q9CQR2,-0.1706800856836031,-0.3792524749978617,1899067582.5,1687176800.0,1460071250.0
Acot13,Q9CQR4,,,,274448944.0,354701120.0
Ppp6c,Q9CQR6,,,,,
Sec61b,Q9CQS8,0.09615102250534469,0.45421511692689287,781650960.0,835520687.5,1070890930.0
Haus2,Q9CQS9,,,,,
Mri1,Q9CQT1,,,,,
Pomp,Q9CQT5,,,,,
Txndc12,Q9CQU0,-0.19476662772799813,0.6322780914976521,434490336.0,379620384.0,673464631.0
Rer1,Q9CQU3,0.34067936459325565,0.5895405234859221,196800560.0,249218936.0,296139072.0
Zwint,Q9CQU5,-0.011920425042437966,-0.22288847480946297,474746912.0,470840425.0,406786032.0
Pam16,Q9CQV1,,2.1085386778813895,156034272.0,,672904431.0
Mrps24,Q9CQV5,,,,,
Map1lc3b,Q9CQV6,,,238757024.0,,
Ywhab,Q9CQV8,0.21525117166045762,-0.029950449967629918,1216689410.0,1412462047.5,1191691232.5
Ykt6,Q9CQW1,-0.061116788623964205,-0.2707662745763574,236009384.0,226220149.33333334,195623264.0
Arl8b,Q9CQW2,0.33887911105306273,0.5208190355576693,448745024.0,567560840.5,643845697.5
Ifitm3,Q9CQW9,,0.2760595631380661,230709932.0,,279362752.0
Cyb5b,Q9CQX2,0.23624769765527368,0.8113202074457563,747314832.5,880280832.5,1311400426.6666667
Pclaf,Q9CQX4,,,,,
Mrps36,Q9CQX8,0.28980225239302604,0.7679247328936715,254141272.0,310680768.0,432756478.6666667
Ndufa6,Q9CQZ5,,,,253724148.0,353839509.3333333
Ndufb3,Q9CQZ6,,,,,
Psmd9,Q9CR00,-0.15352319930238997,-0.06385503077477363,350357896.0,314990040.0,335188901.3333333
Tma16,Q9CR02,,,,,
Ufc1,Q9CR09,,,169669416.0,,
Fmc1,Q9CR13,,,,,
Ppid,Q9CR16,-0.12916686659136498,-0.36988566433724657,2349261630.0,2148069280.0,1817961600.0
Ndufab1,Q9CR21,,,,,
Dph2,Q9CR25,,,,,
Vta1,Q9CR26,,0.0841562021114308,363763829.3333333,,385614232.0
Ccdc43,Q9CR29,0.7406829034031163,-0.7254628127821772,150719730.0,251847636.0,91155744.0
Nsa2,Q9CR47,-0.24326661875486885,0.12759603315985063,431455408.0,364506576.0,471352864.0
Atp6v1g1,Q9CR51,0.13693683601164222,0.2355272931651374,405254752.0,445605160.0,477121400.0
Rpl14,Q9CR57,0.1486607713246645,0.1294125196870475,9610141175.0,10653225475.0,10512035475.0
Golt1b,Q9CR60,,,,270196120.0,337842720.0
Slc25a11,Q9CR62,0.32365434109623603,0.45998655431757246,255116096.0,319276920.0,350919588.0
Tmem167a,Q9CR64,,,,,
Tmem33,Q9CR67,0.5330951849876441,0.5702982144794577,394316650.6666667,570588162.5,585493375.0
Uqcrfs1,Q9CR68,0.3756478291854711,0.8984880430942273,430239680.0,558202434.5,802014672.5
Tnfrsf12a,Q9CR75,,,,,
Carhsp1,Q9CR86,,,,,
Fam136a,Q9CR98,0.3826463889875643,1.0676475951501754,106434116.0,138761472.0,223087280.0
Msmo1,Q9CRA4,1.5927669454162572,1.4102986394763402,78268224.0,236078320.0,208030816.0
Golph3,Q9CRA5,0.837651547018387,0.49869747200849796,75564184.0,135043672.0,106767456.0
Exosc5,Q9CRA8,0.18828353935345668,0.27716733493085816,184446024.0,210159144.0,223514128.0
Nhp2,Q9CRB2,0.2372396455698005,0.5260860597573014,547649584.5,645533837.5,788624830.0
Prl7c1,Q9CRB5,,,,,
Chchd3,Q9CRB9,-0.06632559152175443,0.4101455922562101,601993703.5,574944543.0,799941217.5
Vkorc1,Q9CRC0,,,,,
Lrrc40,Q9CRC8,-0.04538033405038576,-0.32067037514078645,296109104.0,286939884.0,237093888.0
Ociad1,Q9CRD0,0.9675161231674964,1.1839328285058641,82276360.0,160889034.0,186928002.0
Emc2,Q9CRD2,0.7979536292061916,0.7756937386912471,274518336.0,477286703.0,469978986.6666667
Xpot,Q9CRT8,-0.01808463120449216,-0.3136390598836016,460406128.0,454670816.0,370447212.0
Cactin,Q9CS00,,,,,
Prps2,Q9CS42,,,,,
Ecd,Q9CS74,-0.2018294466445115,-1.079769255467369,157837472.0,137231370.0,74673616.0
Dis3,Q9CSH3,-0.2281734669273132,-0.24342368572052742,257214856.0,219588196.0,217279232.0
Snw1,Q9CSN1,-0.145812097291059,-0.0051820149734351575,482082904.0,435740488.0,480354417.0
Rprd1b,Q9CSU0,0.10206014389672945,0.10229282876353603,233223068.0,250319492.0,250359868.0
Ranbp3,Q9CT10,0.12852285765165955,0.12204740004286492,379575504.0,414942016.0,413083745.0
Smc1a,Q9CU62,0.10501255895788665,0.14164539167936496,482174496.0,518580480.0,531916848.5
Smurf1,Q9CUN6,,,,,
Arpc2,Q9CVB6,0.5002658438238594,0.1723602868962465,638733265.0,903471712.5,719788910.0
Atxn3,Q9CVD2,,,,,
Smc3,Q9CW03,0.37835206211109174,0.5180056871861854,334409088.0,434683736.0,478865248.5
Raver1,Q9CW46,0.25678139311281073,0.22185759143542413,362393200.0,432991072.0,422635360.0
Mtfr1l,Q9CWE0,,,,,233927904.0
Tubb2b,Q9CWF2,,,,,
Ndufaf7,Q9CWG8,,1.0238807069270488,307781408.0,,625836930.0
Bloc1s2,Q9CWG9,,,,,
Bccip,Q9CWI3,0.4393186334948324,,181438818.0,246024464.0,
Atic,Q9CWJ9,0.12464415179836165,-0.14476197154703513,1255125727.5,1368386750.0,1135297120.0
Cd2bp2,Q9CWK3,,,,,
Snx2,Q9CWK8,0.0895186962213913,0.17948083941547083,352406440.0,374965792.0,399091936.0
Ctnnbl1,Q9CWL8,-0.6538610107254028,0.7693532637405349,180963104.0,115016000.0,308452608.0
Pfdn1,Q9CWM4,0.047645469867976686,0.838547534780957,558197415.0,576939849.0,998195900.0
Ddah1,Q9CWS0,0.11744395475115713,,343113749.3333333,372213632.0,
Ints11,Q9CWS4,,,,,
,Q9CWU4,,,,,
Nup37,Q9CWU9,,,,,
Prkrip1,Q9CWV6,0.8373109766887191,1.0490952056539604,396581064.0,708578047.5,820618113.3333334
Pin4,Q9CWW6,-0.9620444349937077,,307838122.6666667,158022224.0,
Ddx47,Q9CWX9,0.5147610496545508,0.32067190281427593,640739022.5,915460670.0,800226696.5
Gemin7,Q9CWY4,,,,,
Rnaseh2a,Q9CWY8,,,,,
Rbm8a,Q9CWZ3,0.4161234486839059,0.3646829704146064,432478216.0,577071833.0,556858367.5
Ist1,Q9CX00,-0.0833821557241793,0.14481430097641254,870127703.3333334,821263395.0,962003040.0
Sugt1,Q9CX34,-0.19192636924884918,-0.42640384573043905,1080149712.5,945601952.5,803754850.0
Psmd8,Q9CX56,0.41847191833363245,0.6449518065249363,514170831.0,687195070.0,804002270.0
Hnrnpa0,Q9CX86,0.33263959308880886,0.166272439407333,1045323967.5,1316392512.5,1173015902.5
Wdr55,Q9CX97,,,,,310412760.0
Tmed5,Q9CXE7,,,,288478384.0,318782688.0
Tbc1d15,Q9CXF4,-0.20754825918121603,-0.28652546741293905,295902384.0,256253740.0,242602741.33333334
Ppil4,Q9CXG3,,,,,
Manf,Q9CXI5,-0.40920378764498244,0.18987644929783132,1329520512.5,1001180605.0,1516538880.0
Nip7,Q9CXK8,0.6711156342469375,0.5236687166340744,437149528.0,696074862.5,628448950.5
,Q9CXL3,0.6503431894758102,0.5909015817103385,301569232.0,473325429.3333333,454219872.0
Dhrs7,Q9CXR1,,,243220096.0,,
Cenpv,Q9CXS4,,,,176330472.0,197945616.0
Pmpcb,Q9CXT8,0.3424424955794497,0.588483507641078,282825992.0,358595456.0,425275640.0
Dcun1d5,Q9CXV9,0.32325247059732065,0.41129606467795726,105797480.0,132368306.66666667,140697952.0
Mrps22,Q9CXW2,0.7544321418424678,1.0159294725703176,146701360.0,247480420.0,296660268.0
Cacybp,Q9CXW3,-0.17908875014478598,-0.3468723503723319,2171581152.5,1918072320.0,1707485725.0
Rpl11,Q9CXW4,0.0881852019950337,-0.048369000992835656,4763174000.0,5063407000.0,4606127195.0
Ilf2,Q9CXY6,0.16015814330586844,0.05354111912118515,486666497.0,543805824.5,505066929.0
Ndufs4,Q9CXZ1,,,,,
Mrps28,Q9CY16,,1.431575818741177,152159248.0,,410436160.0
Bud23,Q9CY21,,,,1168527620.0,664164990.0
Mis12,Q9CY25,,-0.22709483698172472,289864064.0,,247646400.0
Tecr,Q9CY27,0.33021927295841375,-0.2770500734930735,160312240.0,201545260.0,132301966.66666667
Eef1akmt1,Q9CY45,,,210834056.0,,
Ssr1,Q9CY50,0.3829658987953581,0.8483658089589494,2288107295.0,2983737472.5,4119646405.0
Chtop,Q9CY57,,,,,
Serbp1,Q9CY58,-0.19951957169138262,-0.3784487611229736,3253318782.5,2833121792.5,2502661955.0
Blvra,Q9CY64,-0.24969761003479704,-0.5413204777175394,370592912.0,311695576.0,254649840.0
Gar1,Q9CY66,0.26612598607119875,0.5828642798908111,425916656.0,512196408.0,637946495.0
Mrpl44,Q9CY73,-0.4741454664878889,-0.5612523740370456,412533712.0,296980160.0,279579706.6666667
Gins3,Q9CY94,,,,,
Dsn1,Q9CYC5,,,,,
Crtap,Q9CYD3,0.4250395929620215,0.9526152105792506,356676648.0,478877402.0,690304062.5
Tomm34,Q9CYG7,-0.06748136918835063,-0.04932837273698863,1553914945.0,1482904992.5,1501681822.5
Rrs1,Q9CYH6,-0.37542429219532814,-0.1170612637837638,653231517.5,503562241.0,602321241.0
Luc7l,Q9CYI4,-0.274547779542262,-0.17040274547295778,378070024.0,312554048.0,335950976.0
Glipr2,Q9CYL5,,,205176536.0,,
Spcs2,Q9CYN2,0.11614001630676249,0.5252523024847587,337472552.0,365763264.0,485685518.0
Ssbp1,Q9CYR0,,,,579965436.6666666,846867580.0
Pgm3,Q9CYR6,,,,,
Rrp15,Q9CYX7,-0.38876543696266336,,478883000.0,365762656.0,
Tpd52l2,Q9CYZ2,-0.2668269899078561,-0.14524083638715687,1414400352.5,1175572527.5,1278940992.5
Rex1bd,Q9CYZ6,,,,,
Cops7a,Q9CZ04,-0.006617549148765193,-0.19120716334116827,576573458.0,573934809.0,505004856.5
Uqcrc1,Q9CZ13,0.17228822053422654,0.39672037643856606,1021762927.5,1151367757.5,1345162880.0
Ola1,Q9CZ30,-0.10928617906367835,-0.47242121435866385,2337702527.5,2167159262.5,1684908380.0
Nsfl1c,Q9CZ44,-0.13230260078785905,-0.3083963416888434,966529055.0,881836077.5,780509807.5
Srfbp1,Q9CZ91,,,,,
Nde1,Q9CZA6,,,,,
Gars1,Q9CZD3,-0.05482192639416817,-0.1966365488717071,1911220352.5,1839957185.0,1667697440.0
Commd8,Q9CZG3,,,,,
Pdzd11,Q9CZG9,,,,,
Psmg3,Q9CZH3,-0.3075270073680106,-0.26911538868080664,356113224.0,287748618.6666667,295512800.0
Rpl15,Q9CZM2,0.006089908704835765,-0.08050635418447237,4591768700.0,4611192455.0,4342553482.5
Shmt2,Q9CZN7,0.21567090563770405,0.280488135912603,2949879807.5,3425529665.0,3582941055.0
Naalad2,Q9CZR2,,,,,
Tsfm,Q9CZR8,0.9054969162145594,1.0061541291547758,235834496.0,441762720.0,473685296.0
Vasn,Q9CZT5,,,,,
Cmss1,Q9CZT6,,,,,
Rab3b,Q9CZT8,,,,,
Mtrex,Q9CZU3,0.017441144329473857,-0.38373924039249874,332620256.0,336665800.0,254936296.0
Cs,Q9CZU6,0.42098307225778636,0.6822384452029069,4250257982.5,5690413475.0,6820080925.0
Acsl3,Q9CZW4,,,160101408.0,,
Tomm70,Q9CZW5,0.47176977304090184,0.7180590721249254,632353457.5,876953872.5,1040200880.0
Elp3,Q9CZX0,,,,179617984.0,155274952.0
Pip4p2,Q9CZX7,,,,,
Rps19,Q9CZX8,-0.4495059834033258,-0.6290256690267759,6499697150.0,4759686375.0,4202788420.0
Emc4,Q9CZX9,,,,,
Ube2v1,Q9CZY3,-0.18225266366828227,-0.21321058034927948,1184091375.0,1043570272.5,1021415485.0
Ccdc47,Q9D024,0.4625009651239433,0.8352088364519166,343460832.0,473264448.0,612773718.0
Pdhb,Q9D051,0.5457760262247205,0.6100430131866693,550873832.5,804168575.0,840801327.5
Mms19,Q9D071,0.5412397579411244,-0.3360405542683116,136789916.0,199059764.0,108366687.0
Arpin,Q9D0A3,,,187739292.0,,
Srsf9,Q9D0B0,0.3736291382978136,0.6191905624559247,649956322.5,842088527.5,998341455.0
Pbdc1,Q9D0B6,,0.7023437024960522,278826304.0,,453691104.0
Rnf115,Q9D0C1,,,,,
Trmt5,Q9D0C4,,,,,
Mtpap,Q9D0D3,-0.31295086721867066,-0.3549915702025107,441925408.0,355747104.0,345530080.0
Dimt1,Q9D0D4,-0.15493762400305164,-0.0997667464879275,214831532.0,192955496.0,200477317.33333334
Gtf2e1,Q9D0D5,-0.4324693368695065,-0.8885555969692213,236404981.33333334,175174296.0,127695248.0
Hnrnpm,Q9D0E1,0.1849558024052616,0.21949880792578455,4487871875.0,5101732625.0,5225359500.0
Lman1,Q9D0F3,0.04696689798409783,0.49087583830979814,656019312.5,677727440.0,921902465.0
Rfc5,Q9D0F6,0.47403183582649067,0.2893974831310665,355372160.0,493606879.0,434310896.0
Pgm1,Q9D0F9,1.3110329543758534,,199954816.0,496126144.0,
Mrps30,Q9D0G0,,,,298940320.0,423563744.0
Mrto4,Q9D0I8,-0.0368983812288158,-0.2911297977173976,494734864.0,482241961.0,404327904.0
Rars1,Q9D0I9,0.02215508466392095,-0.02432002256371483,1989666240.0,2020456832.5,1956406850.0
Arl2,Q9D0J4,,,,,
Ptms,Q9D0J8,-0.3807584717770393,0.6585000909711154,614886432.0,472253504.0,970561790.0
Oxct1,Q9D0K2,0.3018336213867256,0.1984717132054213,1506913535.0,1857587617.5,1729156385.0
Armc10,Q9D0L7,,,,,
Rnmt,Q9D0L8,,,,,
Exosc7,Q9D0M0,0.3577647643442744,-0.03053887126808101,156264157.33333334,200242980.0,152991132.0
Prpsap1,Q9D0M1,0.1964179111910578,-0.24372817176108935,458126408.0,524944040.5,386915240.0
Cyc1,Q9D0M3,0.43729958488826176,0.805735036659384,819104222.5,1109122350.0,1431823807.5
Dynll2,Q9D0M5,0.09307589562684433,,295657032.0,315360176.0,
Chaf1b,Q9D0N7,,,,,175958788.0
Mrpl45,Q9D0Q7,,,,,
Tars1,Q9D0R2,-0.23833617030755633,-0.554169634907104,972005905.0,823991187.5,661983585.0
Ddx56,Q9D0R4,-0.06624086197706115,-0.04399669774701064,777183345.0,742306047.5,753839967.5
Lsm12,Q9D0R8,0.20937928414288096,0.09026000159658835,1682005345.0,1944718817.5,1790599007.5
Hint2,Q9D0S9,,,,,
Snu13,Q9D0T1,0.09273426733387781,0.5631237702742472,1686208482.5,1798154755.0,2491313697.5
Ppil1,Q9D0W5,,,214337536.0,,
Znf706,Q9D115,-0.3742530054653987,-0.10277170496926116,775344130.0,598181700.0,722033150.0
Mrps25,Q9D125,0.7228837077452599,1.1701265800564475,8268880650.0,13647603700.0,18607581200.0
Ccdc167,Q9D162,,,,,
Ints12,Q9D168,,,,,
Gatd3,Q9D172,,,,,
Tomm7,Q9D173,,,,,
Ciao2b,Q9D187,,,,,
Syf2,Q9D198,,,,,
Cndp2,Q9D1A2,-0.8369832118366194,,368154736.0,206097792.0,
Mrpl28,Q9D1B9,,,,260865464.0,186639280.0
Ube2c,Q9D1C1,0.13347515834764528,0.1253993226668327,803653745.0,881554160.0,876633232.5
Vps28,Q9D1C8,,,,,
Rrp7a,Q9D1C9,,,,385253002.6666667,
Tmed10,Q9D1D4,0.29630139836140207,0.3327569379555906,741996400.0,911165792.5,934483457.5
Tbcb,Q9D1E6,0.2231748172184359,,371558480.0,433720042.6666667,
Akt1s1,Q9D1F4,,0.7253548805831718,173226640.0,,286396864.0
Rab1b,Q9D1G1,-0.29778771212792376,,988143840.0,803853920.0,
Get4,Q9D1H7,0.6152783621952569,,198529560.0,304118208.0,
Mrpl53,Q9D1H8,,,,100854904.0,307118776.0
Mrpl14,Q9D1I6,,,,,
Sarnp,Q9D1J3,-0.3510012356113344,-0.38786228182702315,1799578272.5,1410940957.5,1375347872.5
Atp6v1f,Q9D1K2,,,,,
Chchd2,Q9D1L0,0.015803202958517497,0.3598425256903993,662143795.0,669436752.5,849719740.0
Sec13,Q9D1M0,-0.09231095256592949,-0.1713188261468163,563294015.0,528380487.5,500222280.0
Eef1e1,Q9D1M4,0.07580425065945505,0.4420524034645628,963905135.0,1015906285.0,1309499470.0
Fkbp11,Q9D1M7,0.48742587437656987,0.7195096002857926,1609565375.0,2256516065.0,2650346112.5
Mrpl21,Q9D1N9,,,,152257840.0,184835872.0
Chordc1,Q9D1P4,-0.4471337544912165,-0.6416865106257038,554268242.5,406555016.0,355265560.0
Dpm3,Q9D1Q4,,,,,
Erp44,Q9D1Q6,0.04585086660794046,0.3582768384229635,380973008.0,393275320.0,488366968.5
Kti12,Q9D1R2,,,,,
Rpl34,Q9D1R9,0.07838757858962037,0.16255848851674384,6481098850.0,6842986100.0,7254101475.0
Fam114a1,Q9D281,,,,,
Bcas2,Q9D287,0.15489220771108758,0.26720118210310356,533833559.0,594337417.0,642453120.0
Saal1,Q9D2C2,0.48978668076100085,-0.2637766923893211,100206560.0,140713782.0,83462513.0
Dlst,Q9D2G2,0.3926997151675546,0.7337519357169381,1168322862.5,1533830145.0,1942872125.0
Ube2v2,Q9D2M8,-1.0700115069988116,0.18368237291258693,632044663.0,301052480.0,717863170.0
Vps33a,Q9D2N9,,,,,
Aacs,Q9D2R0,0.16226111966591622,0.06319069346610934,474417104.0,530891537.0,495658584.5
Coa3,Q9D2R6,,,,735128450.0,950218620.0
Mrps33,Q9D2R8,,,,,
Naa38,Q9D2U5,,,,,
Aar2,Q9D2V5,,,,,
Mlkl,Q9D2Y4,,,,269733594.6666667,
Mrpl19,Q9D338,-0.09315509545585503,,418042688.0,391902608.0,
Acp1,Q9D358,-0.15330135576862033,-0.13050904489037748,1003227310.0,902092432.5,916457245.0
Ephx1,Q9D379,,,,388888586.0,526728801.0
Hacd2,Q9D3B1,,,,488101566.0,
Atp5f1d,Q9D3D9,0.871021704563667,0.7556259796412746,1384965282.5,2533042910.0,2338325535.0
Stag1,Q9D3E6,,,,,
Plgrkt,Q9D3P8,,,,,
Pus10,Q9D3U0,,,,,
Cul2,Q9D4H8,0.29613723843738315,0.2020686012071844,200967012.0,246757844.0,231181717.33333334
Sf3a3,Q9D554,0.17236537706572216,0.3622058016284543,474421216.0,534627447.0,609816138.0
Atad1,Q9D5T0,0.08953959149387747,0.32366923535251413,297161840.0,316189280.0,371900864.0
Cul5,Q9D5V5,-0.2666897092825238,,295596336.0,245706952.0,
Krt34,Q9D646,,,,,
Sec23b,Q9D662,-0.45638154649009655,-0.4307045682901878,834126382.5,607921247.5,618837842.5
Sun1,Q9D666,,,,262730296.0,196104160.0
Tubb4a,Q9D6F9,,,,,
Ndufv2,Q9D6J6,,0.629909989400589,583807330.0,,903423420.0
Fundc2,Q9D6K8,,,,315473760.0,
Cers5,Q9D6K9,0.5974358726085015,0.2942473036656798,362705424.0,548782392.0,444765728.0
Ppil3,Q9D6L8,,,,,
Slc25a22,Q9D6M3,,,,,
Drap1,Q9D6N5,,,,,
Idh3a,Q9D6R2,0.751054524282586,1.0389036140338743,972848462.5,1637325920.0,1998878272.5
Mrrf,Q9D6S7,,,,,
Nosip,Q9D6T0,,,,,
Fam162a,Q9D6U8,0.15610998142873728,0.6765859641235384,667912320.0,744240400.0,1067559585.0
Paip2,Q9D6V8,,,,,
Gbe1,Q9D6Y9,,,,,
Nop56,Q9D6Z1,0.24865708554641153,0.3387047868884491,912372207.5,1083990032.5,1153804817.5
Rpap3,Q9D706,0.23574233688839435,0.016670629312974312,744756880.0,876960512.5,753412607.5
Tmx2,Q9D710,,,,,
Trir,Q9D735,-0.10929108196927752,-0.5067436933903015,254552564.0,235981296.0,179156440.0
Exosc8,Q9D753,0.40433972175680455,0.03614786964568282,206015936.0,272658600.0,211243040.0
Haus5,Q9D786,,,,,
Srp19,Q9D7A6,,,,,
Armc1,Q9D7A8,,,,176097589.33333334,146413216.0
Gpx8,Q9D7B7,0.8396776606532117,0.8230952331151012,211045525.33333334,377697674.6666667,373381248.0
Ovca2,Q9D7E3,,,186007152.0,,
Prps1,Q9D7G0,0.2968975230639646,0.02049392587023257,898529457.5,1103843182.5,911384432.5
RtcA,Q9D7H3,0.4766821937940361,-0.007992879939003345,294768976.0,410182768.0,293140400.0
Fam83d,Q9D7I8,,,,,
Mrps9,Q9D7N3,,,,389701656.0,431619722.6666667
Apmap,Q9D7N9,,,,,
Rpl22l1,Q9D7S7,-0.24618350284494972,-0.07872463198607611,861049455.0,725971342.5,815322862.5
Chmp5,Q9D7S9,0.30354870510480503,-0.5848722384321617,170931405.33333334,210959520.0,113961400.0
Dusp3,Q9D7X3,,,161595200.0,,
Nol7,Q9D7Z3,,,210029168.0,,
Ppa1,Q9D819,0.08156143163877931,0.08547905908829456,735696592.5,778486672.5,780603520.0
Rpl37,Q9D823,,,553279582.0,,
Fip1l1,Q9D824,-0.050398962105823904,-0.20261272229707,735769967.5,710510430.0,639366018.0
Dnajb4,Q9D832,-0.04989909560529146,,245551077.33333334,237203296.0,
Uqcrb,Q9D855,0.5514827432813744,1.0431304132751107,396882640.0,581667703.5,817853745.0
Ppih,Q9D868,0.3237150918391694,0.4790019928407314,176944148.0,221454320.0,246621066.66666666
Timm50,Q9D880,0.3882461532667365,0.7002996616422165,738619600.0,966706337.5,1200140335.0
U2af1,Q9D883,0.38318625098237635,0.39867319883986624,995711057.5,1298625377.5,1312640867.5
Itpa,Q9D892,,,,,
Arpc5l,Q9D898,0.24954976324966188,0.786668575491202,346918768.0,412429536.0,598464830.0
Chmp4b,Q9D8B3,0.13369195108277945,0.20538469185793817,694729330.0,762185920.0,801018575.0
Ifi35,Q9D8C4,,-0.49150367894061564,198132322.0,,140928224.0
Med11,Q9D8C6,,,,,
Rpl4,Q9D8E6,-0.3087279591105272,-0.2913701830237328,7802269575.0,6299188075.0,6375434475.0
Slc48a1,Q9D8M3,,,,,
Rpl7l1,Q9D8M4,0.18472055372941912,0.21968415777647227,493806465.0,561258846.0,575027073.3333334
Phf10,Q9D8M7,,,279970384.0,,
Eef1g,Q9D8N0,0.10171806523068874,-0.1990100888272686,6784509200.0,7280121450.0,5910312300.0
Rexo2,Q9D8S4,,,,,
Slirp,Q9D8T7,0.7382850109555523,1.1342294447219032,273835044.0,456809324.0,601071465.0
Snx5,Q9D8U8,0.2189017264341889,0.23468143557689536,432078208.0,502873035.3333333,508403480.0
Psmd12,Q9D8W5,0.2722124336410923,0.04770381477081179,1239057345.0,1496358015.0,1280712610.0
Manbal,Q9D8X0,,,,,
Ccdc124,Q9D8X2,,-0.3342741544751711,446985942.6666667,,354541696.0
Efhd2,Q9D8Y0,0.35445731541199216,0.568804198756087,181178328.0,231637320.0,268740656.0
Tmem126a,Q9D8Y1,0.5176581654088602,0.67011168224678,225446404.0,322755720.0,358729448.0
Ing5,Q9D8Y8,,,,,
Gtf2e2,Q9D902,-1.00259766109236,,154622044.0,77171944.0,
Ebna1bp2,Q9D903,-0.0032088641515665888,0.18892489789956451,490951384.0,489860616.0,559642322.0
Atg7,Q9D906,,,,,
Llph,Q9D945,,,,,
Spcs1,Q9D958,-0.13909998956783526,0.38442194516774814,292994660.0,266064196.0,382456672.0
Srxn1,Q9D975,,,,693023936.6666666,449291535.3333333
Aven,Q9D9K3,,,,,
Knstrn,Q9D9Z1,,,,,
Ift22,Q9DAI2,,,,,
Phpt1,Q9DAK9,,,,,
Tmem263,Q9DAM7,,,,,
Dcps,Q9DAR7,-0.37626938170845486,-0.33092497097730394,388847248.0,299578512.0,309143904.0
Gng12,Q9DAS9,0.42397587417777555,0.9238438789972495,142423576.0,191078288.0,270200784.0
Trmu,Q9DAT5,,,,,
Cnpy3,Q9DAU1,,,,,
Prpf4,Q9DAW6,0.08029447220245073,0.11982852551239147,182085928.0,192507400.0,197855608.0
Cnn3,Q9DAW9,-0.3233777692283703,-0.22648984016695242,2610440830.0,2086255262.5,2231174912.5
Napa,Q9DB05,0.29824225263949455,1.1380914682215582,263652688.0,324199296.0,580272345.0
Mrpl12,Q9DB15,0.06765762021629969,0.3893581875876429,677784797.5,710327775.0,887769697.5
Atp5po,Q9DB20,0.29815937471856385,0.3515055363217727,2412196222.5,2965975425.0,3077700415.0
Mcts1,Q9DB27,,,,,
