gene,n_sites,max_cr,n_engaged
MED22,1,2.36821,0
MED23,9,2.16549,0
MED24,9,2.80735,0
MED25,5,3.53398,0
MED27,1,1.58386,0
MED28,2,2.73857,0
MED29,4,2.26997,0
MED30,1,2.35807,0
MED31,1,1.9278,0
MED4,1,1.66706,0
MED6,2,2.0215,0
MED7,1,6.01553,1
MED8,1,2.04907,0
MED9,1,2.34272,0
MEIS2,2,1.9759,0
MELK,7,2.45298,0
MEMO1,2,2.70304,0
MEN1,2,1.99352,0
MEPCE,5,6.03565,2
MET,9,2.66259,0
METAP1,11,5.38673,1
METAP2,13,3.67785,0
METTL1,1,1.84771,0
METTL10,1,2.3343,0
METTL12,2,1.75042,0
METTL13,5,1.54764,0
METTL14,4,2.02502,0
METTL16,8,3.37692,0
METTL17,3,3.57696,0
METTL2A,4,2.22698,0
METTL2B,2,2.58396,0
METTL3,8,3.08296,0
METTL7A,1,1.93235,0
METTL7B,4,2.89429,0
METTL8,1,1.63562,0
METTL9,2,2.42315,0
MEX3D,3,2.84374,0
MFAP3,1,1.75377,0
MFHAS1,2,1.96456,0
MFI2,3,2.20997,0
MFN1,3,2.3279,0
MFN2,5,2.01434,0
MFSD12,2,2.30546,0
MFSD5,2,3.95659,0
MGA,12,20.0,5
MGEA5,9,3.14185,0
MGME1,2,2.78424,0
MGMT,2,20.0,2
MGRN1,4,2.53748,0
MGST1,1,1.47832,0
MGST3,2,3.10018,0
MIA3,5,2.66263,0
MIB1,3,4.15253,1
MIB2,4,2.09319,0
MICA,1,2.16774,0
MICAL1,2,2.14524,0
MICAL2,3,1.64062,0
MICAL3,4,1.64692,0
MICALL2,5,4.05894,1
MICU1,1,2.41352,0
MICU2,1,2.31459,0
MID1,15,3.90998,0
MID1IP1,1,2.83968,0
MIDN,2,2.06396,0
MIEF1,3,1.86585,0
MIEF2,1,2.04059,0
MIER2,1,1.83582,0
MIER3,1,3.68295,0
MIF,1,3.87425,0
MIF4GD,1,2.13991,0
MIIP,2,2.31388,0
MINA,1,2.03071,0
MINK1,1,2.04168,0
MINOS1,1,1.30561,0
MINPP1,4,2.10179,0
MIOS,7,2.9658,0
MIPEP,6,2.36644,0
MIS18A,10,3.92042,0
MIS18BP1,1,3.04948,0
MISP,1,3.40413,0
MKI67,15,20.0,3
MKL1,3,2.18654,0
MKL2,1,20.0,1
MKLN1,6,2.50515,0
MKNK2,4,2.62889,0
MKRN1,2,3.71818,0
MKRN2,6,2.12669,0
MLH3,1,2.80166,0
MLKL,2,2.06926,0
MLLT1,1,1.80506,0
MLLT10,6,2.04466,0
MLLT4,3,2.38543,0
MLLT6,2,1.73163,0
MLPH,5,1.58893,0
MLST8,5,2.87292,0
MLTK,7,3.656,0
MLXIP,4,3.4436,0
MLXIPL,2,3.19995,0
MLYCD,1,1.69752,0
MMAB,2,1.79947,0
MMACHC,2,1.6184,0
MMADHC,5,3.09928,0
MMS19,14,5.72058,3
MMS22L,6,5.21532,3
MMTAG2,3,3.03748,0
MNAT1,2,1.16605,0
MOB3A,3,1.55784,0
MOB3C,2,2.52661,0
MOB4,4,2.28351,0
MOCOS,8,3.40705,0
MOCS2,1,1.92933,0
MOCS3,5,2.19408,0
MOGS,1,2.06523,0
MON1B,1,1.55627,0
MON2,10,2.58426,0
MORC2,6,2.00155,0
MORC3,12,9.05817,3
MORC4,3,1.81068,0
MORF4L1,1,1.55598,0
MORF4L2,1,1.89406,0
MOSPD1,2,2.92386,0
MOSPD2,1,2.11488,0
MOV10,8,2.38467,0
MPG,1,4.58522,1
MPHOSPH10,2,1.65903,0
MPHOSPH8,5,2.59785,0
MPI,3,2.62632,0
MPND,3,3.16866,0
MPP1,1,1.87451,0
MPP5,1,1.87858,0
MPP6,4,2.76839,0
MPP7,1,1.66941,0
MPRIP,11,3.74619,0
MPST,2,2.62017,0
MPV17,1,1.85525,0
MPV17L2,1,3.74878,0
MPZL1,1,5.68613,1
MRC2,1,2.4871,0
MREG,1,1.16117,0
MRGBP,2,5.65555,1
MRI1,1,2.35637,0
MRM1,1,1.26855,0
MROH1,10,4.62156,2
MROH6,1,2.73274,0
MRPL10,2,2.37212,0
MRPL11,1,1.98402,0
MRPL15,1,1.72186,0
MRPL16,1,1.6602,0
MRPL17,1,2.40687,0
MRPL18,1,2.53269,0
MRPL19,2,2.60396,0
MRPL2,1,2.021,0
MRPL20,1,2.10306,0
MRPL21,1,1.5352,0
MRPL22,1,5.43227,1
MRPL24,2,2.5463,0
MRPL27,1,1.75405,0
MRPL3,1,1.42232,0
MRPL30,1,20.0,1
MRPL32,4,2.97588,0
MRPL33,1,2.43635,0
MRPL35,2,3.69337,0
MRPL37,6,4.51078,2
MRPL38,4,2.63564,0
MRPL39,2,3.27341,0
MRPL42,1,1.97297,0
MRPL43,2,2.12626,0
MRPL44,4,2.27404,0
MRPL45,1,2.81099,0
MRPL47,1,1.66892,0
MRPL50,1,1.81631,0
MRPL53,1,1.54154,0
MRPL9,1,2.5638,0
MRPS11,1,3.0318,0
MRPS12,3,2.76127,0
MRPS14,1,3.44649,0
MRPS16,1,2.01918,0
MRPS18A,3,2.88605,0
MRPS18B,2,2.11743,0
MRPS18C,1,2.72176,0
MRPS2,1,3.50772,0
MRPS21,1,2.1333,0
MRPS22,1,1.2219,0
MRPS24,2,1.84534,0
MRPS25,3,1.73362,0
MRPS27,2,2.19271,0
MRPS30,6,2.99132,0
MRPS31,1,1.39733,0
MRPS34,1,1.81895,0
MRPS35,1,1.69674,0
MRPS5,2,1.73011,0
MRPS6,1,1.50591,0
MRPS7,2,1.56434,0
MRPS9,2,4.27838,1
MRTO4,1,1.51182,0
MSANTD3,2,2.05695,0
MSH2,4,2.83857,0
MSH6,15,3.82412,0
MSL1,4,2.13712,0
MSL2,7,1.93301,0
MSL3,2,3.67352,0
MSRA,2,4.21479,1
MST1R,8,3.03781,0
MST4,1,2.11807,0
MSTO1,3,3.38645,0
MT-ND3,1,3.29851,0
MT1E,5,6.63862,3
MT1F,4,3.18935,0
MT1L,5,4.73956,3
MT2A,13,5.24273,7
MTA1,8,2.99587,0
MTA2,6,3.59498,0
MTA3,5,1.56596,0
MTAP,8,3.45271,0
MTARC1,2,2.23182,0
MTARC2,2,2.15873,0
MTBP,9,3.8308,0
MTCH1,4,4.06582,1
MTCH2,6,5.02586,1
MTERFD2,3,2.28396,0
MTERFD3,3,6.22626,1
MTF1,14,3.69579,0
MTF2,8,4.03399,1
MTFMT,3,2.31264,0
MTFR1,2,2.0394,0
MTFR1L,2,3.13288,0
MTG1,1,2.39924,0
MTG2,1,1.95442,0
MTHFD1,8,3.32323,0
MTHFD1L,7,5.23628,1
MTHFD2,3,2.8079,0
MTHFS,1,1.67342,0
MTHFSD,2,3.24591,0
MTIF2,1,1.5585,0
MTM1,2,2.0225,0
MTMR1,2,2.2577,0
MTMR10,2,2.61594,0
MTMR12,4,4.43109,1
MTMR14,4,2.97651,0
MTMR2,1,2.32287,0
MTMR3,9,3.70139,0
MTMR4,6,3.5659,0
MTMR6,3,2.43599,0
MTMR9,5,1.60331,0
MTO1,5,4.04462,1
MTOR,12,4.34391,1
MTPAP,6,2.23007,0
MTR,6,2.45678,0
MTRF1,2,2.04168,0
MTUS1,11,2.94782,0
MTX2,3,2.32716,0
MTX3,1,1.70841,0
MUL1,3,3.15456,0
MUM1,5,2.49062,0
MUS81,1,1.40727,0
MUTYH,5,2.43655,0
MVB12A,3,2.10362,0
MVD,1,8.25984,1
MVK,2,2.00207,0
MVP,2,3.18092,0
MYADM,1,1.50523,0
MYBBP1A,13,2.4969,0
MYBL2,2,2.27249,0
MYC,1,4.00273,1
MYCBP2,34,3.55607,0
MYD88,6,2.79261,0
MYH10,7,4.88081,1
MYH14,6,5.05487,1
MYH15,1,1.96048,0
MYH9,9,3.08285,0
MYL12B,1,1.52602,0
MYL6,2,2.18374,0
MYL6B,1,1.90217,0
MYL9,1,3.5047,0
MYNN,1,2.00742,0
MYO10,4,3.94363,0
MYO15B,1,2.36444,0
MYO18A,8,2.70783,0
MYO19,9,2.79,0
MYO1B,8,20.0,1
MYO1C,7,20.0,1
MYO1D,3,20.0,1
MYO1E,3,3.16087,0
MYO5A,7,3.17532,0
MYO5B,9,20.0,2
MYO5C,4,2.19385,0
MYO6,11,4.66815,1
MYO9B,8,3.70941,0
MYOF,24,3.83494,0
MYSM1,5,4.57796,1
MZT2A,1,1.84789,0
N4BP1,3,2.03411,0
N4BP2L2,2,3.17415,0
N4BP3,2,1.87577,0
N6AMT2,4,2.55844,0
NAA10,3,2.43874,0
NAA15,11,10.539,1
NAA16,4,1.566,0
NAA20,1,1.53783,0
NAA25,6,9.39368,1
NAA30,1,1.78933,0
NAA35,5,2.20319,0
NAA40,1,3.03224,0
NAA50,4,2.58612,0
NAB1,3,4.31446,2
NABP2,2,2.67803,0
NACC1,4,2.77044,0
NACC2,3,2.28873,0
NADK,1,2.30341,0
NADK2,2,2.16375,0
NADSYN1,2,4.78154,1
NAE1,1,1.74736,0
NAGPA,2,1.90786,0
NAIF1,1,1.56483,0
NAMPT,3,2.92766,0
NANP,5,3.05538,0
NANS,4,3.23543,0
NAP1L1,4,2.52534,0
NAP1L4b,4,1.96173,0
NAPA,5,2.01514,0
NAPB,1,3.86686,0
NAPG,2,2.50276,0
NAPRT1,4,3.78013,0
NARF,5,20.0,5
NARFL,2,2.89246,0
NARG2,2,2.10917,0
NARS,4,2.10207,0
NARS2,5,1.68222,0
NASP,3,3.59824,0
NAT10,12,3.72023,0
NAV1,2,2.05524,0
NAV3,1,1.66792,0
NBAS,16,3.50539,0
NBEAL1,2,2.26614,0
NBEAL2,13,3.70117,0
NBN,4,1.99641,0
NCAPD2,14,9.13974,3
NCAPD3,13,12.3015,1
NCAPG,8,1.86316,0
NCAPG2,11,2.41614,0
NCAPH,7,6.37686,1
NCAPH2,3,2.04794,0
NCBP1,10,3.00242,0
NCBP2,2,2.53806,0
NCDN,12,6.82025,1
NCK1,1,2.05236,0
NCK2,2,2.90362,0
NCKAP1,5,2.91997,0
NCKIPSD,3,2.31786,0
NCL,1,3.98254,0
NCOA2,2,3.048,0
NCOA3,5,2.7814,0
NCOA4,9,2.7942,0
NCOA5,1,1.32714,0
NCOA6,1,4.28083,1
NCOR2,3,3.06184,0
NCSTN,2,2.78715,0
NDC1,2,2.21742,0
NDC80,3,3.61315,0
NDNL2,1,2.08127,0
NDOR1,2,20.0,2
NDRG1,3,3.26645,0
NDRG2,3,2.57302,0
NDRG3,3,1.76979,0
NDUFA10,4,2.88653,0
NDUFA11,1,1.55423,0
NDUFA2,1,1.67748,0
NDUFA4,1,1.41469,0
NDUFA5,1,1.28502,0
NDUFA8,1,1.80884,0
NDUFAB1,1,1.78501,0
NDUFAF1,1,2.46537,0
NDUFAF3,2,5.63317,2
NDUFAF4,1,2.7913,0
NDUFAF5,2,3.07895,0
NDUFAF6,1,1.44078,0
NDUFB1,1,1.46804,0
NDUFB11,1,1.53511,0
NDUFB7,1,1.29967,0
NDUFB9,3,3.2016,0
NDUFS1,3,2.94031,0
NDUFS6,2,1.54483,0
NDUFS8,2,2.02866,0
NDUFV1,3,2.6542,0
NDUFV2,1,1.96068,0
NEBL,3,2.26246,0
NECAP1,1,1.86719,0
NECAP2,1,9.24002,1
NEDD1,3,2.10115,0
NEDD4L,2,4.26125,1
NEIL2,4,3.16768,0
NEIL3,6,2.33001,0
NEK1,2,2.78444,0
NEK3,1,1.94953,0
NEK6,3,3.87259,0
NEK7,2,2.42688,0
NEK9,13,15.4547,2
NELFA,4,1.59296,0
NELFB,8,2.39427,0
NELFCD,6,2.30007,0
NELFE,1,1.51091,0
NEMF,1,1.9408,0
NET1,3,2.42576,0
NEURL4,9,3.52221,0
NF2,1,1.60528,0
NFAT5,5,2.91432,0
NFATC1,1,2.62651,0
NFATC2IP,1,2.73092,0
NFE2L1,1,1.88689,0
NFE2L3,1,2.1632,0
NFIA,2,1.81988,0
NFIC,4,3.40039,0
NFIX,3,4.15772,2
NFKB1,8,20.0,1
NFKB2,8,2.7881,0
NFKBIA,1,2.09299,0
NFKBIB,3,1.95723,0
NFKBIE,5,1.80277,0
NFKBIL1,1,4.10019,1
NFS1,3,5.7393,2
NFU1,2,5.51068,1
NFX1,12,3.87659,0
NFXL1,52,20.0,9
NGLY1,4,1.83741,0
NHEJ1,2,2.47967,0
NHLRC2,2,3.12747,0
NHP2,2,2.79073,0
NHP2L1,3,2.59992,0
NHSL1,1,2.98696,0
NIF3L1,2,4.64793,1
NIFK,2,2.52688,0
NIN,1,2.92711,0
NIP7,2,2.17554,0
NIPBL,11,4.02944,1
NIPSNAP1,1,1.93992,0
NISCH,8,3.49758,0
NIT1,5,5.81722,3
NIT2,2,15.9808,1
NKIRAS1,1,2.29119,0
NKIRAS2,3,13.749,2
NKRF,4,1.93964,0
NKTR,3,3.58093,0
NLE1,1,1.65359,0
NLN,6,2.19362,0
NLRP2,16,4.51692,1
NLRX1,5,10.5949,1
NMD3,11,1.72582,0
NME1,2,1.99452,0
NME1-NME2,1,1.72099,0
NME2,2,3.41809,0
NME6,2,2.07529,0
NME7,5,1.75437,0
NMI,1,1.86169,0
NMRAL1,1,1.5863,0
NMRK1,1,2.95527,0
NMT2,2,2.46661,0
NOA1,4,9.97934,1
NOB1,3,13.0087,1
NOC2L,2,5.5901,1
NOC3L,2,1.39137,0
NOC4L,2,1.41303,0
NOL10,3,2.2043,0
NOL11,11,4.80375,1
NOL3,2,3.20948,0
NOL6,7,20.0,2
NOL7,1,2.34241,0
NOL8,6,3.41096,0
NOL9,7,10.6229,3
NOM1,3,2.28469,0
NOMO2,3,10.0,2
NONO,2,4.09928,1
NOP14,2,2.31761,0
NOP16,1,3.39213,0
NOP2,3,1.68115,0
NOP56,4,2.76412,0
NOP58,4,2.52499,0
NOP9,3,3.49235,0
NOS1AP,1,1.86128,0
NOSIP,9,4.32654,2
NOTCH1,2,1.52534,0
NOTCH2,10,2.21776,0
NPAT,1,2.85529,0
NPC1,10,8.1266,1
NPC2,2,1.89965,0
NPEPPS,7,5.92414,1
NPHP4,2,2.36319,0
NPLOC4,11,2.18327,0
NPM1,1,4.35456,1
NPM3,3,2.18089,0
NPRL2,3,2.77061,0
NPRL3,2,2.82527,0
NQO2,1,2.26109,0
NR1D1,1,1.41815,0
NR1D2,1,2.60446,0
NR2C1,6,1.74443,0
NR2C2,4,4.0916,2
NR2C2AP,1,2.24641,0
NR2F1,10,5.64516,2
NR2F2,5,6.3668,2
NR2F6,2,2.89155,0
NR3C1,2,5.41658,2
NRBP1,1,1.53289,0
NRBP2,2,1.29103,0
NRD1,5,7.2813,2
NRDE2,9,5.66495,2
NSA2,2,1.836,0
NSD1,33,12.1981,5
NSDHL,3,1.84275,0
NSF,5,3.73457,0
NSL1,2,2.16152,0
NSMAF,1,1.68434,0
NSMCE2,3,2.95275,0
NSRP1,1,2.27669,0
NSUN2,10,2.14275,0
NSUN3,4,6.55755,1
NSUN4,3,2.03889,0
NSUN5,11,15.4255,1
NSUN6,5,2.96699,0
NT5C,1,1.57505,0
NT5C2,2,1.9306,0
NT5C3A,5,2.27312,0
NT5C3B,3,1.6113,0
NT5DC1,4,7.68856,1
NT5DC2,6,4.09857,2
NT5DC3,1,2.61465,0
NT5E,3,1.66024,0
NTHL1,3,1.57615,0
NTMT1,4,2.72812,0
NTPCR,3,2.30074,0
NTSR1,1,1.57198,0
NUB1,6,12.0782,2
NUBP1,4,3.3711,0
NUBP2,4,3.58701,0
NUDC,1,4.04975,1
NUDCD1,10,20.0,2
NUDCD2,2,3.29808,0
NUDCD3,1,1.30729,0
NUDT12,3,3.27576,0
NUDT15,1,1.93858,0
NUDT16L1,2,10.4487,2
NUDT19,2,2.66649,0
NUDT2,2,1.72087,0
NUDT21,1,2.48519,0
NUDT4,3,2.8577,0
NUDT5,2,2.29865,0
NUDT8,1,2.43118,0
NUDT9,1,1.93256,0
NUF2,3,2.65065,0
NUFIP1,3,1.7598,0
NUFIP2,1,2.19276,0
NUMA1,11,4.63924,1
NUMB,5,4.74863,1
NUMBL,4,4.29272,1
NUP107,4,6.74368,1
NUP133,7,1.9578,0
NUP153,18,2.77543,0
NUP155,12,3.96339,0
NUP160,18,3.91245,0
NUP188,11,3.14786,0
NUP205,23,5.15531,3
NUP210,1,2.53157,0
NUP214,5,2.95819,0
NUP35,1,2.31049,0
NUP43,1,1.71712,0
NUP50,4,2.35567,0
NUP54,2,2.88606,0
NUP62,1,1.79572,0
NUP85,6,2.4862,0
NUP88,12,4.67956,1
NUP93,7,11.2642,2
NUP98,14,3.13477,0
NUPL1,1,1.26551,0
NUS1,2,2.30934,0
NUTF2,1,1.38852,0
NVL,9,20.0,4
NXF1,3,2.36387,0
NXN,1,1.66907,0
NXT2,2,2.32165,0
OARD1,4,1.99772,0
OAS3,18,3.3889,0
OASL,2,2.19931,0
OAT,1,1.87123,0
OAZ2,1,2.54485,0
OBFC1,2,1.57409,0
OCIAD1,1,2.50205,0
OCIAD2,6,3.78358,0
OCRL,6,2.62483,0
ODC1,3,2.25775,0
ODR4,4,2.35633,0
OFD1,2,1.93597,0
OGDH,4,2.62487,0
OGFOD2,6,1.74971,0
OGFOD3,2,1.77662,0
OGFR,3,4.16535,1
OGT,10,11.539,3
OIP5,2,3.12248,0
OIT3,2,1.5996,0
OLA1,3,2.05324,0
OMA1,4,3.06865,0
OPA1,6,2.04981,0
OPA3,1,1.99741,0
OPHN1,1,1.85295,0
OPLAH,1,2.31778,0
ORAOV1,3,3.83358,0
ORC1,4,2.70122,0
ORC2,1,1.74211,0
ORC3,11,6.88005,1
ORC4,1,1.52052,0
ORC5,3,2.13771,0
ORC6,3,3.33232,0
OSBP,4,5.17166,1
OSBP2,4,6.14876,1
OSBPL11,1,2.84917,0
OSBPL2,3,20.0,1
OSBPL3,7,6.13934,1
OSBPL5,3,2.21855,0
OSBPL6,10,9.95059,2
OSBPL7,2,1.3951,0
OSBPL8,6,1.96882,0
OSBPL9,4,4.21164,1
OSGEP,3,1.80449,0
OSTC,1,1.50664,0
OTUB1,4,3.00011,0
OTUB2,1,3.40671,0
OTUD3,1,1.73931,0
OTUD4,4,7.72858,1
OTUD5,1,1.67032,0
OTUD6B,3,3.39729,0
OVCA2,2,2.48827,0
OVOL1,2,2.10943,0
OXA1L,1,1.33251,0
OXCT1,2,3.70835,0
OXR1,1,2.24274,0
OXSR1,1,1.37964,0
P4HA1,2,2.01212,0
P4HA2,4,2.09913,0
P4HB,6,5.41391,2
PA2G4,6,20.0,1
PAAF1,2,1.98514,0
PABPC4,6,3.36453,0
PACS1,5,2.77918,0
PACS2,5,2.16058,0
PACSIN1,2,1.50472,0
PACSIN2,4,1.70498,0
PACSIN3,4,3.13333,0
PAF1,2,1.95642,0
PAFAH1B1,2,2.3179,0
PAFAH1B3,2,4.11991,1
PAFAH2,5,2.81941,0
PAICS,13,3.65113,0
PAIP1,2,1.80093,0
PAIP2,1,2.37334,0
PAK1,2,2.59093,0
PAK1IP1,2,1.7456,0
PAK2,2,1.58317,0
PAK4,2,2.24333,0
PAK6,3,3.56896,0
PAK7,1,2.48847,0
PALD1,11,3.76647,0
PALLD,4,4.1937,2
PAM,2,3.69169,0
PAN2,7,2.45279,0
PAN3,2,1.73501,0
PANK2,2,1.58043,0
PANK4,3,2.7604,0
PANX1,1,1.35704,0
PAPD4,1,4.37831,1
PAPD5,3,2.90047,0
PAPD7,1,1.69186,0
PAPOLA,4,1.7575,0
PAPSS1,5,3.48467,0
PAPSS2,1,2.02167,0
PAQR4,2,1.63937,0
PARD3,2,4.4844,1
PARD6B,1,3.10052,0
PARD6G,2,3.70723,0
PARG,7,20.0,1
PARK7,3,20.0,1
PARN,4,1.7933,0
PARP1,7,2.11951,0
PARP12,3,2.65487,0
PARP14,8,6.00162,1
PARP2,5,2.40493,0
PARP4,9,2.54946,0
PARS2,1,2.17203,0
PARVA,1,2.15436,0
PASK,16,7.87146,1
PATL1,2,3.00387,0
PATZ1,6,2.57373,0
PAXBP1,3,2.93525,0
PAXIP1,4,2.08564,0
PBDC1,1,1.52664,0
PBK,4,1.94002,0
PBRM1,12,20.0,2
PBX1,1,4.36439,1
PBX3,2,2.9583,0
PBXIP1,2,1.73069,0
PC,1,2.48508,0
PCBP1,6,3.9049,0
PCBP2,8,3.03449,0
PCBP4,3,3.77176,0
PCCB,2,1.4152,0
PCF11,2,1.82926,0
PCGF2,2,2.26257,0
PCGF3,3,3.31044,0
PCGF5,4,2.02783,0
PCGF6,4,1.75202,0
PCID2,8,1.93377,0
PCIF1,1,2.74984,0
PCK2,8,2.44967,0
PCM1,12,8.44388,6
PCMT1,2,5.38928,1
PCNA,2,1.76428,0
PCNT,5,6.6078,1
PCNX,1,2.68845,0
PCNXL3,2,3.95731,0
PCSK7,1,2.12335,0
PCSK9,1,1.53389,0
PCTP,1,1.46685,0
PCYOX1,2,2.88654,0
PCYT1A,2,2.13661,0
PCYT2,5,2.36243,0
PDCD11,14,20.0,2
PDCD2,9,2.74322,0
PDCD2L,8,2.52176,0
PDCD4,1,2.46494,0
PDCD6,1,1.66182,0
PDCD6IP,7,16.3813,1
PDCD7,1,1.86914,0
PDCL3,1,1.75932,0
PDDC1,5,2.30559,0
PDE12,8,3.96858,0
PDE3B,6,4.014,2
PDE4B,1,2.73409,0
PDE4DIP,7,2.74034,0
PDE5A,1,1.54849,0
PDF,4,2.60295,0
PDHA1,9,20.0,5
PDHB,4,7.82563,4
PDIA3,2,2.08272,0
PDIA4,4,8.13476,4
PDIA5,4,10.2659,1
PDIA6,3,2.6088,0
PDK1,1,7.33348,1
PDK2,1,2.4434,0
PDLIM1,3,2.01737,0
PDLIM2,1,1.77654,0
PDLIM5,9,2.93996,0
PDLIM7,11,3.95501,0
PDP1,11,4.39524,5
PDP2,1,2.29037,0
PDPK1,2,1.76324,0
PDPR,1,2.57333,0
PDS5A,15,4.83532,1
PDS5B,10,2.31102,0
PDSS1,2,1.73357,0
PDSS2,3,15.8877,2
PDXDC1,10,2.64297,0
PDZD8,9,2.49294,0
PEAK1,1,1.49401,0
PEBP1,2,8.95798,1
PECR,1,2.50517,0
PEG10,2,6.18298,1
PELO,6,7.21823,1
PELP1,11,20.0,1
PEMT,2,20.0,1
PEO1,3,3.55417,0
PEPD,4,20.0,1
PER1,4,4.12836,1
PER2,2,3.42155,0
PERP,4,2.47504,0
PES1,5,2.48974,0
PET112,4,4.25033,1
PEX1,5,1.72729,0
PEX10,2,1.73307,0
PEX11B,3,2.13033,0
PEX19,1,1.99285,0
PEX2,2,1.66323,0
PEX3,3,3.36241,0
PEX5,2,2.18979,0
PEX6,4,2.14644,0
PEX7,1,1.88078,0
PFAS,11,20.0,3
PFDN5,1,1.41288,0
PFKFB2,2,1.89516,0
PFKFB3,4,2.09925,0
PFKFB4,1,1.44968,0
PFKL,3,3.14978,0
PFKM,3,2.24308,0
PFKP,8,2.68006,0
PFN1,1,2.21044,0
PFN2,1,2.37413,0
PGAM1,2,2.46696,0
PGAM5,2,2.05493,0
PGBD2,2,3.17578,0
PGD,3,3.75307,0
PGK1,7,1075.86,5
PGLS,4,12.6741,2
PGM2,2,2.14723,0
PGM2L1,4,2.92583,0
PGM3,6,2.96748,0
PGP,2,2.37759,0
PGRMC2,1,1.67811,0
PGS1,1,2.02813,0
PHACTR4,1,1.29302,0
PHAX,1,2.40743,0
PHB,1,1.72622,0
PHC2,4,2.17711,0
PHC3,3,2.9979,0
PHF1,4,2.06034,0
PHF10,7,3.2658,0
PHF12,4,3.02867,0
PHF19,4,3.47662,0
PHF2,4,2.68234,0
PHF20,2,3.75402,0
PHF20L1,1,2.37141,0
PHF23,1,1.47376,0
PHF3,13,3.42061,0
PHF5A,11,4.67786,4
PHF6,7,2.0518,0
PHGDH,4,20.0,1
PHIP,10,20.0,2
PHKA1,4,2.24921,0
PHKA2,1,1.48627,0
PHKB,4,2.13325,0
PHKG2,2,2.89052,0
PHLDA1,5,2.13349,0
PHLDA2,2,4.1507,2
PHLDB2,3,2.44068,0
PHLPP1,4,2.54222,0
PHLPP2,3,1.4697,0
PHRF1,1,2.72568,0
PI4K2A,1,2.46031,0
PI4KA,11,5.94374,2
PI4KB,1,1.86859,0
PIAS1,11,9.39128,1
PIAS2,7,10.8343,1
PIAS3,3,3.89076,0
PIAS4,8,20.0,5
PIBF1,2,2.31076,0
PICK1,1,1.9558,0
PIEZO1,1,1.4874,0
PIF1,1,1.68744,0
PIGA,1,1.62211,0
PIGH,5,2.70249,0
PIGQ,1,1.62166,0
PIGX,2,2.00375,0
PIH1D1,1,1.57465,0
PIK3C2A,9,20.0,2
PIK3C2B,1,1.3208,0
PIK3C3,1,1.60887,0
PIK3CA,7,2.6084,0
PIK3CB,7,2.71321,0
PIK3R1,1,3.37438,0
PIK3R2,3,3.81966,0
PIK3R4,5,1.80149,0
PIKFYVE,4,1.68746,0
PIN1,1,10.4531,1
PINX1,2,5.17128,1
PIP4K2A,2,2.81701,0
PIP4K2B,1,2.67613,0
PIP4K2C,2,2.38414,0
PIPSL,1,1.58894,0
PISD,10,5.96442,6
PITPNA,2,1.93695,0
PITPNB,5,1.9091,0
PITPNC1,3,4.54654,1
PITRM1,4,2.5594,0
PITX1,2,4.46788,1
PJA2,2,2.43706,0
PKD2,2,2.61485,0
PKM,9,3.18725,0
PKMYT1,2,1.72605,0
PKN1,3,1.77248,0
PKN2,8,3.53236,0
PKN3,3,2.17539,0
PKNOX1,1,1.85698,0
PKP2,3,2.51551,0
PKP3,4,4.52811,1
PKP4,2,3.09455,0
PLA2G4A,1,2.35841,0
PLAA,8,1.94913,0
PLAGL2,2,2.4681,0
PLAUR,5,3.92945,0
PLBD2,2,3.43225,0
PLCB3,5,2.27034,0
PLCD3,3,2.62407,0
PLCG1,2,2.37971,0
PLCG2,6,3.02385,0
PLCH1,2,2.75316,0
PLD2,3,4.20728,1
PLD6,3,2.40886,0
PLEC,24,5.00621,2
PLEK2,4,2.07,0
PLEKHA2,1,3.01191,0
PLEKHA3,1,2.59015,0
PLEKHA5,2,4.7276,1
PLEKHA6,1,1.58678,0
PLEKHF1,4,20.0,2
PLEKHF2,9,3.62411,0
PLEKHG3,4,2.34137,0
PLEKHG4,5,3.93229,0
PLEKHG5,1,1.70327,0
PLEKHH3,2,1.9483,0
PLEKHM1,4,2.30545,0
PLEKHM2,4,4.49911,1
PLEKHN1,3,2.7003,0
PLG,2,3.47936,0
PLIN3,2,4.38183,1
PLK1,7,16.2226,3
PLK1S1,2,2.1344,0
PLOD1,5,2.89751,0
PLOD3,4,15.6341,1
PLP2,2,4.31633,1
PLRG1,3,2.20473,0
PLS1,2,1.81198,0
PLS3,6,3.53173,0
PLSCR3,6,3.39909,0
PLXNA1,2,1.78385,0
PLXNB2,6,3.53798,0
PLXND1,1,12.8715,1
PM20D2,2,3.16373,0
PMF1,1,2.12918,0
PML,13,20.0,2
PMM1,2,1.69979,0
PMM2,2,2.22623,0
PMPCA,5,2.10379,0
PMPCB,4,20.0,1
PMS1,1,1.26584,0
PMS2CL,2,2.20109,0
PMVK,2,1.77234,0
PNKP,6,20.0,3
PNN,1,11.8779,1
PNO1,2,2.29055,0
PNP,1,2.05379,0
PNPLA2,4,3.17843,0
PNPLA6,10,20.0,3
PNPO,1,2.38313,0
PNPT1,1,1.92731,0
PODXL,2,2.30009,0
POGK,1,2.17149,0
POGZ,13,2.78599,0
POLA1,19,4.72087,3
POLA2,4,2.27019,0
POLB,1,3.77633,0
POLD1,19,3.64771,0
POLD2,3,1.88262,0
POLD3,2,1.76651,0
POLDIP3,2,2.44669,0
POLE,13,2.7035,0
POLE2,4,2.84206,0
POLE3,1,1.9728,0
POLE4,2,3.51364,0
POLG,5,1.77404,0
